"No.","Judul","Abstrak"
"276","IMPLEMENTASI ALGORITMA K-MEANS CLUSTERING DALAM PENENTUAN KONSENTRASI PADA PROGRAM STUDI PENDIDIKAN TEKNIK INFORMATIKA DAN KOMPUTER","Maghfira Herman, 2023. Implementasi Algoritma K-Means Clustering dalam Penentuan Konsentrasi pada Program Studi Pendidikan Teknik Informatika dan Komputer. Program Studi Teknik Komputer, Jurusan Teknik Informatika dan Komputer, Fakultas Teknik. Universitas Negeri Makassar (dibimbing oleh Jumadi M Parenreng dan Satria Gunawan Zain). Penentuan Konsentrasi pada program studi Pendidikan Teknik Informatika dan Komputer mengalami masalah seperti penentuan konsentrasi masih dilakukan secara manual, mahasiswa mengalami kebingungan dalam memilih Konsentrasi, pilihannya hanya mengikuti keinginan teman dan orang tua. Oleh karena itu dibutuhkan suatu metode atau teknik untuk mengelolah data mahasiswa agar mendapatkan keluaran konsentrasi yang lebih tepat. Metode yang dapat digunakan ialah data mining dengan metode k-means. Algoritma ini mempartisi data ke dalam cluster/kelompok sehingga data yang memiliki karakteristik yang sama dikelompokkan ke dalam satu cluster yang sama dan yang memiliki karakteristik yang berbeda dikelompokkan pada cluster yang lain. Tahapan penilitian dimulai dari perumasan masalah, pengumpulan data, implementasi perancangan sistem, pengujian sistem dan hasil. Penelitian ini mengahsilkan sebuah sistem berupa website yang menerapkan algoritma k-means dan mengelolah data mahasiswa menjadi landasan pengelolaan pengelompokan data konsentrasi mahasiswa pada program studi pendidikan teknik informatika dan komputer. Pengujian sistem diuji menggunakan blacbox, uji validasi hasil pada web dan excel, serta uji kualitas cluster. Adapun hasil pengelompokan pada data latih ini ialah mahasiswa dengan konsentrasi rekayasa perangkat lunak berjumlah 52 orang, konsentrasi multimedia berjumlah 53 orang, dan konsentrasi jaringan berjumlah 56 orang. Dari hasil cluster data latih dilakukan pengujian dimana hasil yang dikeluarkan ialah ada 1 data yang tidak cocok/miss pada data ini sangat minim di mana pengelompokan ini telah diuji menggunakan silhouette coefisient dan menghasilkan keluaran pengelompokan dengan kualitas “baik” atau bernilai 0.5054932552652937"
"277","Pengembangan Sistem Security Village Berbasis Android OS Menggunakan Fingerprint Scanner","Rahmat Hidayat, 2023. Pengembangan Sistem Security Village Berbasis Android OS Menggunakan Fingerprint Scanner. Teknik Komputer. Teknik Informatika dan Komputer. Fakultas Teknik. Universitas Negeri Makassar (dibimbing oleh Abdul Wahid dan Muhammad Riska). Permasalahan yang terjadi pada sistem security village dalam hal ini portal keluar masuk, masih dapat dikatakan belum efisien untuk digunakan terkait keamanannya. Berdasarkan masalah tersebut, penting untuk dilakukan pengembangan sistem security village berbasis android OS menggunakan fingerprint scanner. Pengembangan sistem ini menggunakan model jenis pengembangan prototype. Teknik pengumpulan data menggunakan Teknik wawancara, kuesioner dan observasi. Berdasarkan hasil pengembangannya, dihasilkan sebuah sistem yang diberi nama “Security Village” pada aplikasi yang dapat digunakan untuk memonitoring dan mengakses portal keluar masuk secara efektif dan praktis. Pengujian sistem dalam penelitian ini menggunakan standar pengujian perangkat lunak ISO 25010 yang ditinjau dari 5 aspek pengujian. Pada pengujian aspek funcitional suitability diperoleh hasil skor 1. Pada pengujian aspek portability, aplikasi dapat berjalan pada 14 jenis perangkat android yang telah diujikan. Pada pengujian aspek performance efficiency diperoleh rata-rata penggunaan CPU adalah 0,1% dengan nilai maksimum 5,5% (batas rendah) dan rata-rata penggunaan memory adalah 58,2 MB dengan nilai maksimum 86,5 MB (batas rendah). Pada pengujian aspek security diperoleh hasil tingkat keamanan low medium risk. Pada pengujian aspek usability diperoleh hasil persentase akhirnya adalah 92% dengan kategori “Sangat Layak”. Berdasarkan hasil pengujian, aplikasi “Security Village” memenuhi semua aspek dari standar pengujian perangkat lunak yang diujikan."
"278","Penerapan Wireless Sensor Network (WSN) pada Sistem Monitoring Output Panel Surya Smart PDAM berbasis Web Server.","Syamsir Muhammad Fajri, 2023. Penerapan Wireless Sensor Network (WSN) pada Sistem Monitoring Output Panel Surya Smart PDAM berbasis Web Server. Teknik Komputer. Teknik Informatika dan Komputer. Fakultas Teknik. Universitas Negeri Makassar. Pembimbing: Jumadi Mabe Parenreng dan Satria Gunawan Zain. Penelitian ini bertujuan untuk merancang dan membangun sistem wireless sensor network untuk memonitoring output panel surya smart PDAM berbasis web server dengan menggunakan sensor suhu DS18B20 dan sensor INA219. Teknik pengumpulan data menggunakan teknik observasi (pengamatan) dan dokumentasi untuk mendapatkan data hasil pengujian. Penelitian ini menggunakan teknik analisis deskriptif kuantitatif yang bersifat induktif, objektif dan ilmiah dimana data yang diperoleh berupa angka atau pernyataan yang di nilai dan di analisis. Berdasarkan hasil penelitian ini dengan skenario uji coba dengan PCB smart PDAM rata-rata nilainya 320.2 sedangkan dilakukan pengukuran dengan menggunakan multimeter menunjukkan hasil rata-rata nilainya 322.8 dengan kesalahan relative sebesar 2,6%. Hasil Pengujian dengan beberapa komponen dari smart PDAM menunjukkan rata-rata power consumption 1789,2 mW. Hasil pengamatan dari kedua panel tersebut didapatkan hasil rata-rata 887.1 panel 1 dan rata-rata 908.7 pada panel 2. Hasil pengujian perbandingan sensor suhu DS18B20 dengan thermometer didapatkan rata-rata kesalahan errornya 0.5%. Hasil skenario uji coba switching dengan percobaan 20 kali dengan hasil menunjukkan 9 kali switch ke baterai dan 11 kali switch ke panel surya. Pada pengamatan panel surya dengan sensor INA219 didapatkan 277 data voltage, current dan power dengan rata-rata 17.1 V, 513.9 mA, 481.5 mW. Hasil perhitungan dengan rumus exponential moving average untuk memprediksi data ke-278 dengan rata-rata pergerakan eksponensial 20 berdasarkan data yang diterima dari sensor menunjukkan nilai 294,7 mA sedangkan dengan menggunakan rumus simple moving average 590.1 mA"
"279","Pengembangan Sistem Informasi Penerimaan Peserta Didik Baru SD Negeri 017 Muara Wahau Berbasis Web","Penelitian ini bertujuan untuk menghasilkan pengembangan sistem informasi penerimaan peserta didik baru berbasis web dan tanggapan terhadap system informasi penerimaan peserta didik baru berbasis web pada SDN 017 Muara Wahau. Penelitian ini adalah penelitian dan pengembangan atau lebih dikenal dengan istilah Research and Development (R&D) dan mengggunakan model pengembangan prototype. Teknik pengumpulan data menggunakan menggunakan wawancara, angket dan dokumentasi. Pengujian sistem menggunakan ISO 25010 yaitu pengujian functional suitability, performance efficiency, usability dan portability. Adapun hasil pengujian menggunakan standar ISO 25010 yaitu pada pengujian functional suitability yang diuji oleh ahli sistem dengan mengisi kuisioner yang berisi 42 pertanyaan terkait fungsi-fungsi yang didesain dalam sistem yang dikembangkan, serta diperoleh hasil kategori sangat baik. Pengujian performance efficiency menggunakan bantuan website www.gtmetrix.com, pengujian ini dilakukan dengan mengetikkan alamat url sistem yang akan diuji kemudian menganalisis website tersebut dan telah memenuhi standar pengujian. Pada pengujian portability sistem informasi dapat dijalankan dibeberapa browser dengan baik. Pada pengujian usability menggunakan angket yang berisi 13 pertanyaan dengan jumlah responden 51 orang dan diperoleh tanggapan dari responden bahwa sistem informasi bahwa sistem informasi penerimaan peserta didik baru SDN 017 Muara Wahau berbasis web yang dikembangkan berada pada kategori sangat layak."
"280","Pengaruh Penerapan Metode Discovery dalamPembelajaran Teknologi Informasi dan Komunikasi Terhadap Motivasi Belajar Siswa Kelas VIII di SMPN 2 Pangkajenne Sidrap","Penelitian ini bertujuan untuk mengetahui pengaruh penggunaan metode discovery terhadap motivasi belajar siswa pada mata pelajaran Teknologi Informasi dan Komunikasi di SMPN 2 Pangkajenne Sidrap. Penelitian ini menggunakan jenis penelitian kuasi eksperimen dengan jumlah sampel 43 siswa yang terbagi atas 2 kelas, yaitu kelas eksperimen berjumlah 24 siswa dan kelas kontrol berjumlah 19 siswa. Data penelitian diperoleh dengan memberikan angket kepada siswa. Teknik analisis data yang digunakan yaitu analisis data deskriptif dan analisis inferensial dengan menggunakan program SPSS. Hasil penelitian menunjukkan motivasi belajar siswa kelas VIII SMPN 2 Pangkajenne Sidrap pada kelas eksperimen yang diajarkan dengan discovery learning lebih tinggi dibandingkan dengan siswa kelas control dan terdapat pengaruh discovery learning terhadap motivasi belajar siswa kelas VIII SMPN 2 Pangkajenne Sidrap pada mata pelajaran Teknologi Informasi dan Komunikasi."
"281","PENGARUH KONDISI FASILITAS LABORATORIUM TEKNIK KOMPUTER DAN JARINGAN (TKJ) TERHADAP HASIL BELAJAR SISWA KELAS XII PADA MATA PELAJARAN PRAKTIKUM DI SMK NEGERI 4 JENEPONTO","Penelitian ini bertujuan untuk mengetahui: (1) Bagaimana kondisi fasilitas laboratorium Teknik Komputer dan Jaringan (TKJ), (2) Bagaimana hasil belajar siswa di SMK Negeri 4 Jeneponto, (3) Apakah terdapat pengaruh positif dan signifikan kondisi fasilitas laboratorium Teknik Komputer dan Jaringan (TKJ) terhadap hasil belajar siswa kelas XII pada mata pelajaran praktikum di SMK Negeri 4 Jeneponto. Penelitian ini menggunakan metode penelitian kuantitatif ex-post facto. Sampel penelitian ini sebanyak 52 siswa dari 60 jumlah populasi kelas XII jurusan Teknik Komputer dan Jaringan (TKJ). Teknik analisis data yang digunakan yaitu analisis statistik deskriptif dan analisis regresi linear sederhana dengan menggunakan bantuan program SPSS for Windows version 24. Teknik pengumpulan data penelitian diperoleh dengan menyebarkan angket dan dokumentasi. Hasil penelitian menunjukkan (1) Kondisi fasilitas laboratorium Teknik Komputer dan Jaringan (TKJ) berada pada kategori rendah dengan nilai persentase 32.7%, (2) Hasil belajar siswa berada pada kategori sedang dengan nilai persentase 40.4%, (3) Terdapat pengaruh positif dan signifikan antara kondisi fasilitas laboratorium Teknik Komputer dan Jaringan (TKJ) terhadap hasil belajar siswa kelas XII pada mata pelajaran praktikum di SMK Negeri 4 Jeneponto"
"282","PENGEMBANGAN MEDIA PEMBELAJARAN VIDEO BERBASIS SPARKOL VIDEOSCRIBE DALAM MATERI SISTEM EKSKRESI MANUSIA UNTUK MENINGKATKAN HASIL BELAJAR SISWA KELAS VIII SMPN 7 KOTA PAREPARE","Della Heryanti, 2023. Pengembangan Media Pembelajaran Video Berbasis Sparkol Videoscribe Dalam Materi Sistem Ekskresi Manusia Untuk Meningkatkan Hasil Belajar Siswa Kelas VIII SMPN 7 Kota Parepare. Skripsi. Jurusan Teknik Informatika dan Komputer. Fakultas Teknik. Universitas Negeri Makassar. (Dibimbing oleh Abdul Muis dan Mustari Lamada). Penelitian ini bertujuan untuk mengetahui hasil pengembangan media pembelajaran video berbasis sparkol videoscribe di SMP Negeri 7 Kota Parepare yang memenuhi kriteria valid, praktis, dan efektif. Penelitian ini menggunakan metode research and development (R&D) dengan menerapkan model pengembangan Borg & Gall. Data dikumpulkan melalui observasi, wawancara, tes, angket, dan dokumentasi. Tiga kelompok subjek yang terlibat dalam penelitian ini adalah validator, yang terdiri dari dua dosen ahli, praktisi pembelajaran (guru), dan siswa kelas VIII di SMP Negeri 7 sebanyak 34 orang. Analisis data dilakukan dengan metode analisis deskriptif. Hasil penelitian menunjukkan bahwa media pembelajaran video berbasis sparkol videoscribe memenuhi kriteria yang valid, praktis, dan efektif. Media pembelajaran yang dikembangkan mendapatkan validasi positif dari ahli media dengan tingkat kelayakan sebesar 81%. Media pembelajaran yang dikembangkan juga mendapatkan validasi positif dari praktisi pembelajaran (guru) dengan tingkat kelayakan sebesar 87%. Tanggapan praktisi pembelajaran dan siswa terhadap media pembelajaran ini juga positif, dengan tingkat kepraktisan sebesar 84%. Selain itu, penggunaan media pembelajaran ini secara signifikan meningkatkan hasil belajar siswa, dimana nilai ketuntasan belajar siswa sebesar 94% dengan kategori sangat efektif."
"283","EFEKTIVITAS MEDIA PEMBELAJARAN INTERAKTIF WORDWALL BERBASIS WEB DALAM MENINGKATKAN HASIL BELAJAR SISWA PADA MATA PELAJARAN SIMKOMDIG KELAS X TKJ SMKN 3 BARRU","Penelitian ini merupakan jenis penelitian tindakan kelas yang bertujuan untuk mengetahui hasil belajar siswa pada penggunaan media pembelajaran interaktif wordwall berbasis web pada mata pelajaran simulasi dan komunikasi digital di SMKN 3 Barru. Subyek penelitian ini adalah siswa kelas X TKJ yang berjumlah 25 orang. Teknik pengumpulan data pada penelitian ini adalah dengan menggunakan lembar observasi, tes dan dokumentasi. Analisis data yang dilakukan yaitu menggunakan metode analisis deskriptif. Hasil penelitian menunjukkan bahwa penggunaan media pembelajaran interaktif wordwall berbasis web terbukti berhasil meningkatkan tingkat ketuntasan klasikal siswa dalam mata pelajaran Simulasi dan Komunikasi Digital. Hasil belajar siswa kelas X TKJ SMKN 3 Barru pada siklus I mendapatkan rata-rata 72,2% atau kategori cukup baik. Siklus II mengalami peningkatan rata-rata sebesar 80,8% atau kategori baik. Selain itu, temuan penelitian ini juga menunjukkan bahwa media pembelajaran dapat memberikan motivasi kepada siswa dan mendorong mereka untuk berpartisipasi aktif dalam proses pembelajaran."
"284","Pengembangan Media Pembelajaran Pemrograman Web Menggunakan Laravel Berbasis Model Project Based Learning di Jurusan Teknik Informatika dan Komputer FT UNM","Nurul Izzah Qurratu’aini, 2023. Pengembangan Media Pembelajaran Pemrograman Web Menggunakan Laravel Berbasis Model Project Based Learning di Jurusan Teknik Informatika dan Komputer FT UNM. Skripsi. Jurusan Teknik Informatika dan Komputer. Fakultas Teknik. Universitas Negeri Makassar. (dibimbing oleh Syahrul dan Mustari Lamada) Penelitian ini bertujuan untuk mengetahui hasil pengembangan media pembelajaran pemrograman web menggunakan Laravel berbasis model project based learning di Jurusan Teknik Informatika dan Komputer FT UNM yang memenuhi kriteria valid, praktis, dan efektif. Penelitian ini menggunakan metode research and development (R&D) dengan menerapkan model pengembangan ADDIE. Data dikumpulkan melalui wawancara, angket, tes, dan dokumentasi. Dua kelompok subjek yang terlibat dalam penelitian ini adalah validator, yang terdiri dari dua dosen ahli, dan mahasiswa Jurusan Teknik Informatika dan Komputer FT UNM yang mengambil mata kuliah Pemrograman Web Angkatan 2021 sebanyak 34 orang. Analisis data dilakukan dengan metode analisis kuantitatif deskriptif serta analisis pretest dan posttest menggunakan uji prasyarat dan uji non-parametrik Wilcoxon dengan bantuan software SPSS versi 25. Hasil penelitian menunjukkan bahwa media pembelajaran pemrograman web menggunakan Laravel berbasis model project based learning memenuhi kriteria sebagai sumber belajar yang valid, praktis, dan efektif. Media pembelajaran yang dikembangkan mendapatkan validasi positif dari ahli media/sistem dengan tingkat kelayakan sebesar 100%. Tanggapan siswa terhadap media pembelajaran ini juga positif, dengan tingkat kepraktisan sebesar 84,5%. Selain itu, penggunaan media pembelajaran ini secara signifikan meningkatkan hasil belajar siswa, yang terlihat dari peningkatan rata-rata skor post-test sebesar 67,80%. Kata Kunci : media pembelajaran, pemrograman web, project based learning"
"285","PENGARUH KECEMASAN UJIAN MENGGUNAKAN GOOGLE FORM TERHADAP HASIL BELAJAR DI SMA NEGERI 11 MAKASSAR","Penelitian ini bertujuan untuk mengetahui pengaruh kecemasan ujian menggunakan Google Form terhadap hasil belajar siswa SMA Negeri 11 Makassar.Jenis Penelitian ini adalah Penelitian Kuantitatif. Metode Kuantitatif karena informasi atau data direpresentasikan secara numerik dan dianalisis secara statistik. Populasi dalam penelitian ini adalah semua siswa SMA Negeri 11 Makassar kelas X, XI, dan XII. Sampel yang digunakan dalam penelitian ini sebanyak 317 siswa yang diambil dengan Teknik proporsionate sampling (sampel proporsi). Hasil penelitian menunjukkan kecemasan ujian menggunakan Google Form berada pada kategori sedang dengan nilai persentase 75,71% dan hasil belajar siswa berada pada kategori sedang dengan nilai persentase 69,40%. Berdasarkan hal tersebut maka terdapat pengaruh negatif dan signifikan antara kecemasan ujian menggunakan Google Form terhadap hasil belajar siswa."
